file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/ServerStressTest.java,ServerStressTest$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/SSLClientExample.java,SSLClientExample,class,3,3,0,3,3,1,0,17,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,32,0,1,0,0,0,9,0,14,0,12,2,0,0,0,44,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/framing/Framedata.java,org.java_websocket.framing.Framedata$Opcode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/test/java/AutobahnServerTest.java,AutobahnServerTest,class,8,9,1,8,10,3,0,8,36,0.8888889,0.0,0.0,9,1,9,0,0,0,9,0,0,0,1,1,0,1,0,0,0,0,2,43,0,0,0,1,0,4,3,5,1,3,1,0,0,0,45,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/client/WebSocketClient.java,org.java_websocket.client.WebSocketClient$Anonymous1,anonymous,4,4,0,4,3,1,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/server/WebSocketServer.java,org.java_websocket.server.WebSocketServer,class,13,18,5,13,93,3,2,95,808,0.9196969,0.08108108,0.27027026,44,0,32,6,6,0,38,4,8,0,15,1,1,14,0,0,2,0,13,377,17,7,14,7,2,6,10,42,7,32,9,0,2,0,362,1025,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/ExampleClient.java,ExampleClient,class,5,7,2,5,8,3,0,3,21,0.0,0.0,0.0,7,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,6,0,1,2,1,0,0,0,0,44,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/drafts/Draft.java,org.java_websocket.drafts.Draft,class,18,39,21,18,38,1,2,41,184,0.9625,0.015789473,0.015789473,20,3,19,0,1,0,20,11,0,0,4,3,3,0,1,0,1,0,12,119,9,3,11,0,3,19,20,27,6,21,2,0,2,0,162,1025,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/util/Base64.java,org.java_websocket.util.Base64$Anonymous1,anonymous,0,0,0,0,2,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,1,0,0,0,0,1,0,1,1,0,0,0,8,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/drafts/Draft_75.java,org.java_websocket.drafts.Draft_75,class,16,20,4,16,34,2,1,34,87,0.9126983,0.021978023,0.032967035,14,0,13,0,1,0,14,0,0,0,9,4,4,2,3,0,5,0,6,142,16,1,6,1,0,22,6,29,4,19,3,0,0,0,96,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/drafts/Draft_76.java,org.java_websocket.drafts.Draft_76,class,17,20,3,17,47,3,0,45,64,0.8888889,0.022222223,0.022222223,12,3,10,2,0,0,10,0,0,0,3,1,0,3,0,0,2,0,17,189,19,2,12,4,9,43,67,58,20,32,3,0,0,0,99,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/server/WebSocketServer.java,org.java_websocket.server.WebSocketServer$WebSocketWorker,innerclass,2,2,0,2,6,2,0,9,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,38,0,1,1,2,1,1,0,5,1,3,3,1,0,0,28,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/exceptions/LimitExedeedException.java,org.java_websocket.exceptions.LimitExedeedException,class,1,2,1,1,2,4,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/server/WebSocketServer.java,org.java_websocket.server.WebSocketServer$WebSocketWorker$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/util/Base64.java,org.java_websocket.util.Base64,class,4,8,4,4,128,5,0,45,242,0.9107143,0.12987013,0.16450216,28,27,22,6,0,0,22,0,2,0,20,20,8,12,0,0,20,0,33,799,35,8,24,34,64,20,946,158,75,92,5,1,2,0,693,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/exceptions/InvalidFrameException.java,org.java_websocket.exceptions.InvalidFrameException,class,1,4,3,1,4,4,0,0,6,1.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/WebSocketListener.java,org.java_websocket.WebSocketListener,interface,7,9,2,7,15,1,0,0,105,0.0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/test/java/AutobahnClientTest.java,AutobahnClientTest,class,8,9,1,8,27,3,0,22,28,0.0,0.0,0.0,8,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,132,0,1,6,4,0,35,8,32,8,17,7,0,0,0,109,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/drafts/Draft.java,org.java_websocket.drafts.Draft$HandshakeState,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/handshake/HandshakedataImpl1.java,org.java_websocket.handshake.HandshakedataImpl1,class,2,5,3,2,8,1,2,7,0,0.5,0.52380955,0.52380955,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,1,29,5,0,1,0,0,1,0,3,0,3,1,0,0,0,20,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/exceptions/IncompleteHandshakeException.java,org.java_websocket.exceptions.IncompleteHandshakeException,class,0,3,3,0,3,4,0,0,0,0.5,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,13,1,0,0,0,0,0,2,3,0,2,0,0,0,0,15,1,0
