file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/client/AbstractClientProxyChannel.java,org.java_websocket.client.AbstractClientProxyChannel,class,2,3,1,2,5,2,0,5,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,1,21,2,0,0,1,0,1,0,1,0,1,1,0,0,0,27,1025,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/ServerStressTest.java,ServerStressTest$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/SSLClientExample.java,SSLClientExample,class,2,2,0,2,3,1,0,19,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,33,0,1,0,0,0,9,0,15,0,13,2,0,0,0,44,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/framing/Framedata.java,org.java_websocket.framing.Framedata$Opcode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/ProxyClientExample.java,ProxyClientExample,class,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,1,0,1,0,0,0,0,14,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/server/WebSocketServer.java,org.java_websocket.server.WebSocketServer,class,15,22,7,15,110,3,4,101,1042,0.92419827,0.064230345,0.21040975,49,0,37,6,6,0,43,4,8,0,14,1,1,13,0,0,4,0,13,436,23,6,17,11,5,7,10,44,8,33,10,0,2,0,382,1025,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/example/ExampleClient.java,ExampleClient,class,6,10,4,6,9,3,0,5,28,0.0,0.0,0.0,8,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,7,0,1,3,1,0,0,0,0,47,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/drafts/Draft.java,org.java_websocket.drafts.Draft,class,21,44,23,21,46,1,2,44,219,0.9545454,0.025974026,0.025974026,22,3,21,0,1,0,22,11,0,0,5,3,3,0,2,0,1,0,13,149,11,3,15,1,3,20,20,33,6,23,2,0,2,0,169,1025,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/util/Base64.java,org.java_websocket.util.Base64$Anonymous1,anonymous,0,0,0,0,2,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,1,0,0,0,0,1,0,1,1,0,0,0,8,-1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/Java-WebSocket/src/main/java/org/java_websocket/client/WebSocketClient.java,org.java_websocket.client.WebSocketClient$WebsocketWriteThread,innerclass,1,1,0,1,4,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,0,1,0,1,1,1,0,1,2,0,0,0,13,2,0
