file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/gmaven/groovy-maven-plugin/src/main/java/org/codehaus/gmaven/plugin/ResolveMojo.java,org.codehaus.gmaven.plugin.ResolveMojo,class,16,16,0,16,3,3,0,18,0,0.2,NaN,NaN,1,0,0,0,1,0,1,0,0,0,5,1,0,5,0,0,1,0,2,33,1,1,1,0,0,10,0,12,1,16,1,0,0,0,59,1,5
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/gmaven/groovy-maven-plugin/src/main/java/org/codehaus/gmaven/plugin/TestMojo.java,org.codehaus.gmaven.plugin.TestMojo,class,10,10,0,10,3,3,0,14,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,25,1,1,1,0,0,6,0,9,0,10,1,0,0,0,34,1,5
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/gmaven/groovy-maven-plugin/src/main/java/org/codehaus/gmaven/plugin/ClassRealms.java,org.codehaus.gmaven.plugin.ClassRealms,class,2,4,2,2,7,1,0,7,1,0.5,0.0,0.0,2,2,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,28,1,0,2,3,0,2,1,2,1,2,3,0,0,0,42,1,0
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/gmaven/groovy-maven-plugin/src/main/java/org/codehaus/gmaven/plugin/VersionDetector.java,org.codehaus.gmaven.plugin.VersionDetector,class,6,9,3,6,6,1,0,12,1,0.5,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,45,4,0,2,1,0,21,0,15,0,14,2,0,0,0,39,1,10
/home/roberto/Desktop/ProgettoEQS/UseCK/./project_to_analize/gmaven/groovy-maven-plugin/src/main/java/org/codehaus/gmaven/plugin/MojoSupport.java,org.codehaus.gmaven.plugin.MojoSupport,class,5,8,3,5,5,2,2,5,1,1.0,0.0,0.0,2,0,1,0,1,0,2,1,0,1,1,0,0,0,1,0,1,0,0,22,0,0,0,1,0,0,0,2,0,2,2,0,0,0,19,1025,0
